;meta[language=en]
; id      |key(hex)|key(str)| text
   1065168|3809b9b2||Saesenthessis
   1048415|380e6698||Zenovoks
   1079690|38114f0e||Bare Dağına Aparan Yol
   1028020|381b0ad1||Jonglyor
   1194260|381dfa84||Qanunun kənarı gündəliyi
   1063529|38227b5f||Çox dəfə oxunduğuna görə iz daşıyır.
   1063530|38227b60||Məktub. Bir əsgərin əli ilə yazılıb.
   1041927|38240875||Fındıq asılısı
   1043646|382430cc||Qovurucu
   1138188|382945e1||Missiya: Pişik və canavarın oynadığı yer…
   1207926|382e4e77||Guillaume-un kağız parçası
   1058823|38306aee||Deyirlər ki, sevgi sərhəd tanımır. Tarixdə bu deyimi ən yaxşı şəkildə təsdiq edən nümunə Lara Dorren ilə Lodlu Cregennan arasındakı sevgidir.Qadın: Güclü bir elf müdriki, Qədim Qanın daşıyıcısı, möhtəşəm Avallac'h-la nişanlı. Kişi: Böyük istedad və təvazökar təbiətə malik güclü sehrbaz. Qadın: O, yüzlərlə, hətta minlərlə il yaşaya bilər. Kişi: Bizim kimi, yetmiş yaşdan artıq yaşamaq şans məsələsidir. Onlar bir-birlərini nifrət etməli, bir-birlərinə aşağı baxmalı idilər. Amma onları güclü məhəbbət atəşi bir-birinə bağlamışdı. Ətraflarında gedən amansız müharibəyə və hər tərəfdən yağan lənətlərə baxmayaraq, onlar sadə və xoşbəxt həyat sürürdülər. Tezliklə Lara hamilə qaldı. Lara və Cregennan-ın uşağı hər iki irqin ən yaxşı xüsusiyyətlərini miras alıb, iki irqi əbədi birləşdirə bilərdi. Təəssüf ki, belə olmadı. İnsanlar Cregennan-ı xəyanətkar və dönük olmaqda ittiham etdilər. Onlar ondan Laradan imtina etməsini tələb etdilər, o imtina edəndə isə hər ikisini öldürməyə qərar verdilər. Kregennan öldü, amma Lara, hələ də onların uşağını daşıyaraq, həyatını xilas etmək üçün qaçdı. O, kömək və dəstək axtarmaq üçün Tretogor şəhərinə qaçdı və Redanya kraliçası Cerroya sığınacaq tapdı. Sonra nə baş verdi? Burada insan və elf mənbələri fərqlənir və iki zidd versiyanın yaranmasına səbəb olur. Aen Seidhe xronikçilərinə görə, "…Onun yalvarışları və diləkləri dh'oine-lərin daş ürəklərini, həmçinin rəhmizadə və zalım insanların qəlblərini yumşaltmadı. Lara, mərhəmət diləyirdi, amma özü üçün yox, bətnindəki uşaq üçün, padşah qapılarını döydü; lakin kraliça onun barmaqlarının qılıncla kəsilməsini əmr etdi və onu əlil etdi. O gecə, kəskin soyuğun təsirində qalan Lara ağacların arasındakı bir təpədə ruhunu təslim etdi, doğduğu uşağı bədəninin solan istiliyi ilə amansız soyuqdan qoruyurdu." Lakin xalq əfsanələrində Cerro deyir: "Məndən mərhəmət istəməyin; bunun əvəzinə sehrinizlə zərər verdiyiniz insanlardan yalvarın. "Sən bu pis əməlləri törədərkən necə cəsur idinsə, indi ədalətin nəfəsini boynunda hiss etdiyin bu anda da cəsur olmalısan. Günahlarını bağışlamaq mənim gücümdə deyil." Cavab olaraq Lara dedi: "Mənim məhvərim qapımda dayanıb, ey Kraliça, amma sənininki də yaxındır. O dəhşətli an gəldikdə, Kraliça, Lara Dorreni xatırla; onun ölümünü və lənətini xatırla. Və zehninə həkk et ki, lənətim həm səni, həm də lənətlənmiş nəsillərini on nəsil boyu təqib edəcək." Bu doğru mu, heç kəs bilmir. Hər iki versiya şübhəsiz ki, yalandır; hər ikisi açıq-aydın düşmənlərini böhtan atmaq məqsədi daşıyır. Lakin faciəvi olan Lara'nın taleyidir; Cregennan'ın bitməsini o qədər arzuladığı iki irq arasındakı nifrət, Lara'nın bədbəxt taleyinin ağırlığı ilə daha da dərin qaranlığa sürüklənib.
   1197251|3832ca03||Canlı Heykəl
   1224003|383a1167||SƏS VƏ SƏS TƏSİRLƏRİ
   1057474|383cd821||Dəri
   401380|3844a635||Çıxış
   1082415|3845305a||Bizon otu
   1072217|3845fc79||Anbar sayımı üçün bağlıdır
   1223566|385e8a23||XƏTA
   1045071|3863a3e4||Nilfqardiyalı sorğular
   1078830|386f8b19||Əlyazma səhifəsi: Dayanıqlı yağ
   1078831|386f8b1a||Əlyazma səhifəsi: Təkmilləşdirilmiş dayanıqlı yağ
   1078832|386f8b1b||Əlyazma səhifəsi: Üstün davamlı yağ
   1081109|38767537||Uşağınız üçün hədiyyə axtarırsınız? Hunchback Birgar-a gəlin və ağac budaqlarından və üzgüçülük kisələrindən hazırlanmış möhtəşəm uçurtmalarından birini götürün.
   1209936|3880d285||Ustad Faramondun Elflər Memarlığı Haqqında Düşüncələri
   1208389|3882c2eb||Şəxsən Damien de la Tour-a çatdırılsın Hörmətli Komandan,Aşağıda imza atan biz, Gorgon Dağından enən nəhənglərin Coopers' Hill adlı sadə məskənimizə hücumları və dağıntıları səbəbindən qorxu içində yaşayırıq və sizin himayənizi xahiş edirik. Təxminən bir həftə əvvəl bu nəhənglərdən biri barel düzəldən ustanın emalatxanasına hücum edib, anbarımızı dağıdaraq bir barel oğurladı və onu başına qoydu (sanki kask taxırmış kimi!). Əşyanın istifadəsi və proqnozlaşdırıla bilməyən yan təsirləri barədə xəbərdarlıqlarımızı nəzərə almadan Sansretour çayı istiqamətinə qaçdı. Duchy-nin bürokratları bizim hekayəmizə inanmır və biz qorxuruq ki, bu məxluq yuxuda ikən geri qayıdıb bizi öldürə bilər. Sadə xahişimizi nəzərdən keçirdiyiniz üçün əvvəlcədən təşəkkür edirik. <Br>Amelia<Br>Carol<Br>Jacob<Br>Grégoire<Br>Caroline
   439201|3886303e||Unutmayın, xeyirxah insanlar: Od yolundakı hər şeyi məhv edir; heç kəsi bağışlamır və heç nəyin önündə dayanmır. Od hər günahkarı fərq qoymadan yandırır—fərqi yoxdur kasıbdır, yoxsa şahzadə, insandır, ya da deyil, zəifdir, ya da güclüdür. Onun əmrlərinə tabe olmayan, Kilsənin məsləhətlərini nəzərə almayan və ya saxta tanrılara ibadət edən hər kəs onun alovları arasında külə çevriləcək. Əbədi Odun həqiqəti daxilində yaşayın və onun müqəddəs adamlarına qulaq asın, çünki onlar sizin çobanlarınızdır.- Narahat Vətəndaş
   1071267|3896ca03||Şah Vizimir II-nin kral fərmanlarını möhürləmək üçün istifadə etdiyi möhür üzüyü.
   1057821|38a39251||Bu nə idi?
   1070960|38b87866||Kiçik
   182545|38c3f3be||Köhnə məhsul
   1073497|38c77094||Baron dedi ki, əgər onun xidmətindən ayrılsaq, bir həftə ərzində aclıqdan ölərik. Velen kəndlilərini alt paltarına qədər soyunduq və oğurlayacaq heç nə qalmadı. Düşünürəm ki, o haqlı idi... amma kəndlilər hələ də sağdırlar və Nilfgaardda kəndlilər dəyərli mal sayılır. Artıq çörəyimizi Qara Olmayanlar üçün adam toplayan bir dostumuzla bölüşmüşdük. Meşədə tutduğumuz bir neçə kəndliyi ona təhvil verdik və o, hər biri üçün xeyli pul ödəyirdi; üstəlik, əlimizə keçirdiyimiz digər kəndliləri də götürmək istəyirdi.Beləliklə, Velenin indiyə qədər gördüyü ən böyük adam ovuna başladıq. Təşkilatlanmış ovçuluq dəstələri kimi iki komandaya bölündük. Digərləri Qarğanın Qonacağı adlanan yerin qərbində gözləyərkən, biz burada düşərgə qurdıq. Onlardan heç biri qaça bilməsin deyə, hər iki tərəfdən eyni anda hücum edəcəyik. Həyatın ironiyası olduqca gülməli deyilmi? Baronla birlikdə olanda kəndliləri yararsız hesab edirdik. İndi isə öyrənirik ki, onlar əslində nağdlaşdırılıb qızıla çevrilməyi gözləyən çeklər imiş.
   1208692|38d084ee||Cianfanelli Bankın qapıları müştərilərə səhər saat 8-dən gecə saat 10-a qədər açıqdır.*<I>*yemək və qəlyanaltı fasilələri istisna olmaqla</I>
   1209908|38d1ff56||Qırmızı Kardinal Səray
   1205512|38d51588||San Sebastian
   1087385|38db2513||Qızıl ingot
   1206850|38dd1887||Taxta üzlü dəftər
   1088366|38e413f4||ÜMUMİ MÜDİR, MARKETİNQ ŞÖBƏSİ
   1080259|38e51c55||Lurtch
   1221924|38e62aac||Yalnız menyu
   1053060|38fb4487||Taşeronun qeydləri
   1053073|38fb4488||Ağaç kəsənin həyat yoldaşına yazdığı məktub
   1053080|38fb4489||Druidin məktubu
   1069947|3907b42f||Zahid Druzusun qeydləri
   1065160|390f0763||Stefan Skellen
   1189012|39138611||Qabiliyyət aktivləşdirilə bilməz. Yanlış rəng.
   1209018|391590a9||I
   1123066|391db598||Mohrin Ayandan qeydlər
   1070708|392198cb||QANUNSUZ (təhdidlə) Titrə, solğun saçlı fahişə! Oğurlar şahzadəsinin qarşısında diz çök! QIRMIZI İNTİQAMÇI (təhdidlə) Davranışına diqqət et! Qılıncını yerə at, alçaq! Bu sənin ilk və son xəbərdarlığındır.<I>Təxmin edilməmiş an – Sophronia mütləq cavab verəcək.</I> QIRMIZI İNTİQAMÇI (təhdidlə) Mən sənin qarşında dayanıb, Qırmızı İntiqamçı! QANUNSUZ (qorxaraq) Yox! Yox, Qırmızı Qisasçı! QIRMIZI QISASÇI (təhdidlə) Sus, kurtçuk! Doğulduğuna görə peşman olacaqsan!
   1048309|392a7cf6||Velen, Şimal Temerya
   1199817|392e31e1||Dəli Lugos
   1206511|3935e2f2||Nəhəng gürcənin mayesi
   1065139|39394c39||Sweers
   1206256|393c665f||Redd cavabı məktubu
   1083311|393f2e80||Yeni Tapşırıq
   1209237|394b22ea||Çox az adam bilir ki, bu səs sadəcə gurultu deyil, sahilə çırpılan dalğadır. Bu dalğalar kimi, səs dalğaları da yolundakı maneələrə dəyir və onları parçalayır. Bu akustik xüsusiyyət eşitmə orqanları vasitəsilə ətraf mühitinin xəritəsini yaradan bəzi heyvan və canlı növləri tərəfindən istifadə olunur. Yarasa bu baxımdan əsas nümunədir, çünki onlar potensial maneələrdən əks olunan səs dalğalarına əsaslanaraq öz yerlərini müəyyən etmək üçün xüsusi bir səs yaradırlar. Şayelmar adlanan möhtəşəm, lakin tamamilə kor məxluqlar maraqlı şəkildə oxşar mexanizm inkişaf etdiriblər. Onlar səs dalğasının ən zəif titrəməsini belə hiss edərək rəqiblərinin yerini dəqiq müəyyən edə bilirlər.
   1092370|394bba3b||Sxema: Zəif Zoria Rune Daşı
   1058798|394d5d4d||Çoxları 'Aen Saevherne' sözünün (mənası 'Hikmətli') Qədim Dildə sehrbazın ekvivalenti olduğuna inanır. Lakin bir Müdriki sadəcə sehrbazla eyniləşdirmək, yalnız qılınc daşıdıqları üçün yeni orduya çağırılan, formanın qollarından saman parçaları hələ də tökülən bir əsgəri sehrbazla eyniləşdirmək kimidir.Bir Müdrik əlbəttə sehrdən istifadə edə bilər və bunu ən bacarıqlı insan sehrbazlarından da yaxşı bacarır. Lakin onların şöhrətinin və nüfuzunun əsl mənbəyi bu bacarıqlarda deyil, sahib olduqları həqiqətən nadir istedadlardadır.Elf müdriki üçün heç nə sirr deyil. Onlar keçmişi və gələcəyi indiki zamanın aydınlığı ilə eyni dərəcədə aydın görürlər. Onlar bütün sehrin sirləri və hər cür müdrikliyin formaları ilə tanışdırlar. Yalnız onlar "Qədim Qan" adlandırılan sirli mahiyyəti və Lara Dorrenin genlərini, onların necə işlədiyini həqiqətən başa düşürlər; bu bilikləri qısqanclıqla özlərində saxlayırlar.Neçə Elf Müdriki var? Bütün ömrüm boyu yalnız birinə rast gəlmişəm: Göy Dağlar sakini İda Emean. O, bu sirli sinfin son nümayəndəsi ola bilər. Doğrudur, bu sinfə aid ola biləcək bir kişi elfin də varlığına dair şayiələr eşitmişəm, amma bu sətirləri yazarkən bunu hələ təsdiqləyə bilməmişəm.
   1053378|394e454a||Bu firavan kənd bağları ilə məşhurdur; bahar gəldikdə budaqları ağ çiçəklərlə dolur.
   1078732|39511c1b||Əlyazma səhifəsi: Şeytanın Püftopu
   1078733|39511c1c||Əlyazma səhifəsi: Təkmilləşdirilmiş Şeytan Puffbolu
   1078734|39511c1d||Əlyazma səhifəsi: Üstün Şeytan Puffbolu
   1214515|3956f54b||SYANNA
   1085976|395ae582||XÜSUSİ TƏŞƏKKÜRLƏR
   1133953|396405b3||Sirk işçisi
   1206033|3964388e||Üzüm bağında tapılmış məktub.
   1217650|396485f4||Bu versiya oyuna əlavə bütün məzmunu, o cümlədən <font color='#31aed6'>Hearts of Stone</font> və <font color='#b83e34'>Blood and Wine</font> adlı iki genişlənmə paketini ehtiva edir.Yeni oyun başlatmaq sizə həm The Wild Hunt, həm də genişlənmə paketlərinin məzmununu başdan sona oynamağa imkan verir. Həmçinin, Əsas Menyudan müvafiq seçimi seçməklə hər bir genişlənmə paketini ayrıca oynaya bilərsiniz.
   1056098|396ad908||Little Bastardın Kral Radovidlə əlaqələri haqqında məlumat ehtiva edir.
   1186532|396d801c||Biz ora heç vaxt girməməliydik. Efsunger damı çökdürərək və o kabusları dünyadan uzaqda tələyə salaraq qəhrəman olduğunu sübut etdi, amma o da orada basdırıldı… Yenə də bu bizi xilas etməyə kifayət etmədi.Qanama çox şiddətlidir. Hətta sürünərək düşərgəyə qayıda bilməyəcəyəm. Bariyerin açılmasına səbəb olan yaqutu məhv etməyə də gücüm yoxdur. Bu qeydləri kim tapacaqsa, bilsin: o qalıqları və onların saxladığı sirləri heç vaxt narahat etmə.
   1108623|3972483b||Təkmil Şanlı Ayı Zirehi
   1108624|3972483c||Yüksək Şanlı Ayı Zirehi
   1108625|3972483d||Ustadlıqla Hazırlanmış Əfsanəvi Ayı Zirehi
   1193056|3972483e||Böyük Ustad Əfsanəvi Ayı Zirehi
   1084315|39733a44||Əvvəlcə rəqib başlayacaq
   1088367|3975aa6b||MARKETİNQ ŞÖBƏSİ
   1108987|397c37a0||Əfsanəvi pişik çəkmələri
   1108988|397c37a1||İrəli əfsanəvi pişik çəkmələri
   1108989|397c37a2||Yüksək Keyfiyyətli Əfsanə Pişik Çəkmələri
   1108990|397c37a3||Ustadlıqla Hazırlanmış Əfsanə Pişik Çəkmələri
   1193026|397c37a4||Böyük Usta Əfsanəvi Pişik Çəkmələri
   1057143|3980e7db||Ciri-nin zirehi
   1224128|39896c1c||PEŞƏKAR PROQRAM TƏMİNATI MÜHƏNDİSLƏRİ
   1073076|39928f70||Göndərilməmiş məktub
   1082165|399b937e||Sersemlik
   1082320|39a01bf9||Bu kiçik kənd Skellige-nin ən yaxşı ovçularının evi kimi kifayət qədər məşhurlaşıb.
   1057827|39a76048||Bombardier
   1088060|39aa4db8||XARAKTER MODELLƏŞDİRİCİLƏR
   1088043|39abf0db||ƏSASI QEYD
   573274|39b1da5c||Bu Təbiət Varlıqları ilə işləyərkən ən vacib məqam Azad İradə vermək ilə bu iradəni Qulpların Zəncirləri ilə boğmaq arasında tarazlıq yaratmaqdır. Sehrli bir Xidmətkarı yetişdirən Elementalist Entitini azad etməyin şirin, lakin eyni dərəcədə şər istəyinə qapılmamalıdır, çünki bu yalnız zərər gətirəcək və yeganə nəticə yalnız Ah-fəryadlar və rəhmizadsız diş qıcırdamaqdan ibarət olacaq. Oxşar şəkildə, kölənin bağlarını çox sıxmaq heç bir fayda verməyəcək; zəncirlərlə bağlanmış Varlıq ağılsızlaşacaq və torpaq yığınından fərqlənməyən bir vəziyyətə düşəcək.Açar düzgün sehrli baryer yaratmaqda, güc kristalı ilə dəstəklənməkdədir. Bu kristal son dərəcə vacibdir: əgər kristal parçalanarsa, baryer çökəcək; lakin nə baltanın, nə də qılıncın kristala zərər verə bilmədiyindən, artıq narahat olmağa ehtiyac yoxdur. Belə təmin edildikdə, baryer Xidmətçinin Qəfəsxanası rolunu oynayacaq və Xidmətçinin gücünü itirməsinə səbəb olmayacaq. Digər tərəfdən, Qəfəsxananı yaratmaq səthi Təlim və ya Təcrübə ilə əldə edilə biləcək səviyyədən xeyli yüksək Səriştə tələb edir. Peşəmizə ixtisası olmayan və bacarıqsız insanların qarışmaması hər kəsin xeyrinədir! Yaxşı. Bu olduqca təsirli səslənir. Bu əlyazmanın ilkin layihəsini Dukas tərəfindən təmizlətməli və nəşrə hazırlatmalıyam. Bu axmaq yenə haralara qeyb oldu? Onu çoxdan pendir və mürəkkəb almağa göndərmişdim…
   1078619|39baaed3||Əlyazma səhifəsi: Maribor Meşəsi
   1078620|39baaed4||Əlyazma səhifəsi: İnkişaf etmiş Maribor Meşəsi
   1078621|39baaed5||Əlyazma səhifəsi: Üstün Maribor Meşəsi
   1224068|39c1fd32||BAŞ MƏTN YAZARI
   1080644|39cdc769||Aşağıdakılar bu yolla ictimaiyyətə elan edilir: Hər hansı sehrli artefaktın və onun törəmələrinin (<I>məsələn</I>: uğur gətirən talismanlar, istək oyadan iksirlər, başqalarına lənət oxumaq üçün istifadə olunan kuklalar və s.) istehsalı, saxlanması və ya satışı qəti qadağandır və ən ciddi şəkildə cəzalandırılacaq.- Möhtərəm Sayrus Engelkind Hemmelfart, Əbədi Alov Kilsəsinin Arxiyepiskopu
   1070949|39ce9a1e||Burada bacarığı yerləşdirin ki, onu işə salın.
   1079413|39d27a56||Hamail
   1052910|39d35fdc||Julia Kenyonun gündəliyi
   1176024|39d86532||Toussaint Ticarətçilər Gildiyasının bütün üzvlərinə: Rivia Geralt, Witcher, ticarət yollarındakı çətinlikləri həll etməklə Kooperlər Gildiyasına böyük xidmət göstərib. Bu səbəbdən o, endirimlər, geri ödəmələr və xüsusi təkliflər əldə etmək hüququnu qazanıb.O, Gildiyamızın xeyirxahlığından bəhrələnsin!
   1054693|39d904c4||Təzələnmə
   1071202|39d918f3||Tullanmaq üçün <<Jump>> düyməsini basın.
   1057607|39de4956||Bəxşiş
   1186815|39f16bf5||Həkk olunmuş ov bıçağı
   1092412|39f291ed||Plan: Güclü Zerk Qlifi
   1015233|39f37cb4||Skellige içkisi
   1050791|39f77ee1||Kaer Morhen şalvarı.
   1137541|39faab0f||Zəif Gücləndirmə Qlifi
   1176189|39fb2b4a||-I- Syanna bu gün mənə qanla örtülmüş başsız fiqurların təsvir olunduğu bir kart verdi. Mən ondan niyə onları çəkdiyini soruşdum. Şahzadə cavab verdi ki, bu, yadda saxlaya bildiyi qədərindən bəri onu əziyyətə salan kabuslarından birinin səhnəsidir. Doğrudur, Syanna Anarietta ilə eyni yataqda yatmadıqca hər gecə qışqırıqla oyanır.-II- Qızlar bu gün dava etdilər. Təəssüf hissi ilə qeyd etməliyəm ki, onlar gənc xanımlara yaraşan şəkildə davranmadılar: onlar əlbəyaxa davaya tutuşdular! Anna Henrietta bacısına ilk zərbəni vurdu, amma Syanna dərhal cavabını verdi. Mən onları ayırmamışdan əvvəl kiçik Anarietta artıq iki süd dişini itirmişdi və şikayət etmək üçün birbaşa valideynlərinin yanına qaçdı. Hadisələri ona danışanda Onun Nəcibliyi Duk demək olar ki, qulağına inana bilmədi. Bütün günah Syannanın üstünə düşdü və o, layiqincə cəzalandırıldı. Sonradan Anarietta vəziyyəti düzəltməyə çalışsa da, Duk və Düşes qərarlı idilər.-III- Bu gün qızlarla birlikdə ilk dəfə Min Bir Nağıl Diyarına getdim; orada günün yarısını keçirdik. Əvvəlcə Thumbelina ilə, sonra isə Qırmızısaqqal (o, quldur olmasına baxmayaraq, son dərəcə nəzakətli idi) ilə oynadıq. Cənab Artorius Vigonun uğurları məni həqiqətən heyran etdi. O, sehrli sirlər sahəsində onun bərabəri olmadığını sübut etdi. Qızlar dedilər ki, əgər mən ora tək getmək istəsəm, sadəcə Min Bir Nağıllar Diyarı kitabını açmalı və bu sehrli sözü yüksək səslə oxumalıyam: Expecto ludum! -IV- Bu gün Syanna Fəsil tərəfindən göndərilən sehrbazlar tərəfindən sınağa çəkildi. Onların hansı nəticəyə gəldiklərini bilmirəm, amma aydın idi ki, onun ekselensiyası hersoq narahat idi. Mən hersoqdan şahzadəni nəyin gözlədiyini soruşdum. O, cavab vermədi. -V- Bu gün qızlara Nilfgaard dili dərsi verdim. Syanna dərsə tam cəlb olunub, amma yeni lüğəti əzbərləməkdə çox çətinlik çəkir. Xanım Anarietta bu baxımdan daha istedadlı görünür, amma o, yaramaz hərəkətlərə meyllidir. Uzaqdan onun səsini eşitməyəcəyimi düşünəndə mənə "bloede kusse" dedi. O və Syanna o qədər güldülər ki, demək olar boğuldular.
   1225221|3a06af92||Buludla məlumatlarınızı sinxronlaşdırarkən səhv baş verdi. İstəsəniz, əl ilə saxlaya bilərsiniz.
   1065219|3a190b80||Thaler
   1083616|3a1df15d||Companion Portrait
   1085868|3a2af88b||YÜKSƏK DƏRƏCƏLİ MARKETİNQ MÜDİRİ
   1085969|3a2d6438||BY, BIZNESİN İNKİŞAFI
   182501|3a3546e5||İstifadə
   1082866|3a39c410||Kiçik seyf açarı
   1140488|3a39f774||INTERFACE TEAM COORDINATOR
   439203|3a3b08dd||Heç kəs Odun külə çevirdiyini bərpa edə bilməz. Bir dəfə ruhumuzu Onun Kilsəsinə təslim etdikdən sonra müqəddəs imanımızı heç vaxt tərk edə bilmərik. Müqəddəs alovunun istiliyini bilən, sonra ondan imtina edən kimsə, imanımızdan heç nə bilməyən və onun üzərinə tüpürən cahil adamın günahından min dəfə böyük günah edir. Belə bir dönmə şübhəsiz ki, uzun və ağrılı ölüm dadacaq, axirətdə isə əbədi əzab çəkəcək.- Narahat Vətəndaş
   1206923|3a4aa4c4||Metinnalı Llinosun gerbi
   1213182|3a5559e7||Məbəd
   1147942|3a5655a4||Sən şərəf əxlaqına sahibsən.
   1048409|3a593f66||Təhlükəsiz Keçid Sənədi
   1209031|3a5b012c||Vəzifədən Qayıdan Şövalyə
   1063990|3a67f159||Lənətlənmiş düşmənlərə dəyən zərəri artırır.
   1063991|3a67f15a||Lənətlənmiş düşmənlərə dəyən zərəri artırır. Kritik zərbə şansını və zərəri artırır.
   1063992|3a67f15b||Lənətlənmiş düşmənlərə dəyən zərəri artırır. Kritik zərbə şansını və zərəri artırır. Hədəfin zərər müqavimətinin bir hissəsini nəzərə almır.
   1084284|3a6fc307||Bomba. Hədəfə dəyəndə partlayır.
   1055159|3a721865||Ağacın ürəyi
   1064029|3a84c328||Zəhərlərə qarşı immunitet yaradır və artıq qan dövranında olan zəhərlərin təsirlərini neytrallaşdırır.
   1064030|3a84c329||Zəhərlərə qarşı immunitet yaradır və artıq qan dövranında olan zəhərlərin təsirlərini neytrallaşdırır. Uzadılmış müddət.
   1064031|3a84c32a||Uzadılmış müddət. Zəhərlər indi zərər vurmaq əvəzinə sağaldır.
   1087514|3a8b18e8||Sxem: Polad lövhə
   1141152|3a8c9db2||Eric von Kidon üçün Məsələ çox sadə olduğundan qısa olacağam. Krister Hagen işi tam və qəti şəkildə həll edilməlidir. İmperiya kəşfiyyatçısına sığınacaq verən kənd yerlə-yeksan edilməli, ətrafdakı tarlalar isə duz basdırılmalıdır. Qadınları və uşaqları qovun, bütün kişiləri isə asın.U.
   1189003|3a8d4c09||Mutasionu söndür
   1206854|3a91f126||Filibert Fourfingersin quldur dəstəsinin şerifi
   1223935|3a95d27a||Daxili Kommunikasiyalar/Əməkdaş Brendinqi Koordinatoru
   1223786|3a9823c3||Mühit üzrə ixtisaslaşmış rəssam
   301081|3a9fbaf2||Qonşu
   1082613|3aa58332||Kölə tacirlərinin açarı
   1057382|3aaa9060||Evdə hazırlanmış çili votkası
   1077272|3aaefa43||Müharibədən kim zənginləşir? Çox sadədir: muzdlular. O alçaqlar başqalarının bədbəxtlikləri ilə dolanırlar. Onlar götürdükləri qəniməti bölüşməyi düşünürlərmi? Yoxsa bir karvansarayda insanlara içki almağı? Kimsəyə bir qəpik atmağı? Xeyr, cənab, əlbəttə ki, yox! Bu, inəyin özündən süd sağması qədər qeyri-mümkündür! Ya da donuzun özündən fileto kəsib onu barbeküdə bişirməsi – belə şey baş verməz. Amma mən xeyir-səxavət gözləyərək əyləşən adam deyiləm. Dünən gecə biz onların düşərgəsinə sızdıq; mən gözümə dəyən hər şeyi götürüb qaçdım. Onlar məni burada heç vaxt tapa bilməyəcəklər. Çünki əvvəlcə izimi itirdim. Üstəlik, eşitmişəm ki, buranın ətrafında bir qrifon yaşayır, ona görə çox yaxınlaşmağa qorxacaqlar. Əlbəttə, qrifonu və ya digər canavarları unudun—əslində burda siçanlardan daha təhlükəli heç nə yoxdur. Qalanı isə su çəkərkən vaxt öldürmək üçün yararsız qadınların uydurduğu boş-boş söhbətlərdir.
   1063916|3aaf6de2||Cırtdan Balta
   1055399|3aaf796d||Böyüyünü Şoka Salan Kiçik Kəndli
   1092413|3aba29f8||Zəif Aard Qrafikası
   412650|3abcbb2d||İmperiya Ordusuna ərazini tanıyan birinə ehtiyac var. Məsələn, itkin düşmüş patrulları tapmağa kömək edə biləcək ovçu və ya kəşfiyyatçı. Ehtimal olunur ki, əsgərlər bir məxluqun qurbanı olublar. Əgər bu şübhə təsdiqlənərsə, bu sənədi verən rəsmiyə məxluqun başını gətirən şəxsə mükafat veriləcək. Zəhmət olmasa, müvafiq suallarınızı həmin rəsmiyə ünvanlayın. İmperatorumuz uzun ömrlü olsun! - Milan Noran, Oretonda yerləşən garnizon komandiri
   1186254|3abe1e64||Elf cadugər
   1206259|3ac077d3||"Axmaq Sehrbaz" François de Valler <I>Qoyu qaranlıq gecə sıx meşəni bürüyüb. Ağacların üstündəki səmanın qırxında dolunay görünür (DIQQƏT! Ssenografiyada dolunay təsviri MÜTLƏQ daxil edilməlidir!). Uzaqdan canavarlar kədərli-kədərli ulayır. Bir cadugər diqqətli, məqsədli addımlarla meşəni keçir. Əlində gümüşü qılınc var.</I> CADUGƏR Tanrılara şükür. Tam ay doğub. Mən bu gecəni uzun müddətdir gözləyirdim. EFSUNGER Mən bu lənətə gəlmiş yerdə üç həftədir tək bir kurtadama tutmağa çalışıram. Xoşbəxtlikdən, dəyirmançının qızı orada idi, ona görə də çox darıxmadım… SEHRBAZ Əslində… deyə bilərəm ki, getdiyimə görə peşmanam. Qızı da özümlə aparmalı idimmi? SEHRBAZIN ARXASINDA BİR DALLANIN QIRILMASI SƏSİ EŞİDİLİR. O, sürətlə dönüb müdafiə mövqeyinə keçir. Qurdadamın izini sürməyə başlayır.</I> EFSUNGER İndi səni tutdum, canavar! QURDADAM Aaaahhhh! (qəzəbli ulama) <I>Qurdadam maskasını çıxarır.</I> Efsunger baxır və qarşısındakının Millerin qızı olduğunu görür. O, çaşqın qalır və nə edəcəyini bilmir.</I> MILLERIN QIZI Bəs indi nə olacaq? Məni öldürəcəksən? Yoxsa… məni də özünlə aparacaqsan?
   1053374|3ac6fecb||Vizimadakı Kraliq Sarayı
   1130661|3ad28e37||Graf Romilli-nin gündəliyi (2-ci hissə)
   1206868|3add5990||Köhnə Sikkələr
   1222517|3adfc646||Tez İşarə Hazırlama
   1056664|3ae567f1||Grymmdjarr Abidəsi
   467679|3aea161e||Monstrum və ya Efsunger təsviri, Cild 1
   1206263|3af628a1||Araşdırma hesabatı.
   1076179|3af9394d||Təkmilləşdirilmiş canavar
   346784|3b01fbda||Küçük otel sahibi
   1171489|3b0c4fce||Professor Moreau-nun gündəliyi
   1210146|3b0e79bb||Burada toplanan kitabları oxumaq təcrübə qazancınızı artıracaq.
   1057665|3b351de4||Bəzəkli Qalxan
   1057514|3b380018||Endrega Zireh Lövhələri
   1087826|3b3bd385||Həmin hamısını sökmək
   1188990|3b49b002||Mutasionların Tədqiqi
   1082471|3b4ae4b4||Şimalın Təmtəraqı
   1087986|3b4c1a13||SƏS DİZAYNERLƏRİ
   1065151|3b4dd4d6||"Sintiyanın bacarıqları ölümcül ola bilər. Ona möhkəm bir qandallıq lazımdır."
   402670|3b5d04ef||[EN] Nordbukt Qalıqları
   1057800|3b5f970f||Sınaqdan keçmisiniz
   1057802|3b60f3f8||Yolu açmısınız
   1057595|3b7494e3||Gümüş zümrüd üzük
   1056653|3b8e78ab||Yarsberg
